Nr,exercise,question,answer,german,english,french,case_english,case_french,gender_english,gender_french,person
531,16,Können Sie eine Familie mit _____ Sohn und einer Tochter zeichnen?,einem,Können Sie eine Familie mit einem Sohn und einer Tochter zeichnen?,Can you draw a family with a son and a daughter.,Peux-tu dessiner une famille avec un fils et une fille.,Dative,Datif,Masculine,Masculin,
532,17,_____ Leben ist kostbar.,Ein,Ein Leben ist kostbar.,A life is precious.,Une vie est précieuse.,Nominative,Nominatif,Neuter,Neutre,
533,17,_____ Haus steht in der Straße.,Ein,Ein Haus steht in der Straße.,There is a house on the street.,Il y a une maison dans la rue.,Nominative,Nominatif,Neuter,Neutre,
534,17,_____ Paar tanzt im Park.,Ein,Ein Paar tanzt im Park.,A couple is dancing in the park.,Un couple danse dans le parc.,Nominative,Nominatif,Neuter,Neutre,
535,17,_____ Unternehmen wächst schnell.,Ein,Ein Unternehmen wächst schnell.,A company is growing fast.,Une entreprise connaît une croissance rapide.,Nominative,Nominatif,Neuter,Neutre,
536,17,_____ Bild hängt an der Wand.,Ein,Ein Bild hängt an der Wand.,A picture hangs on the wall.,Un tableau est accroché au mur.,Nominative,Nominatif,Neuter,Neutre,
537,17,_____ Buch liegt auf dem Tisch.,Ein,Ein Buch liegt auf dem Tisch.,A book is on the table.,Un livre est sur la table.,Nominative,Nominatif,Neuter,Neutre,
538,17,_____ Stück fehlt.,Ein,Ein Stück fehlt.,A piece is missing.,Il manque une pièce.,Nominative,Nominatif,Neuter,Neutre,
539,17,_____ Auto steht vor dem Haus.,Ein,Ein Auto steht vor dem Haus.,A car is parked in front of the house.,Une voiture est garée devant la maison.,Nominative,Nominatif,Neuter,Neutre,
540,17,_____ Auge ist rot.,Ein,Ein Auge ist rot.,An eye is red.,Un œil est rouge.,Nominative,Nominatif,Neuter,Neutre,
541,17,_____ Ziel ist wichtig.,Ein,Ein Ziel ist wichtig.,A goal is important.,Un objectif est important.,Nominative,Nominatif,Neuter,Neutre,
542,17,Ich möchte _____ Leben ohne Stress.,ein,Ich möchte ein Leben ohne Stress.,I want a life without stress.,Je veux une vie sans stress.,Accusative,Accusatif,Neuter,Neutre,
543,17,Wir kaufen _____ Haus.,ein,Wir kaufen ein Haus.,We are buying a house.,Nous achetons une maison.,Accusative,Accusatif,Neuter,Neutre,
544,17,Sie sieht _____ Paar im Café.,ein,Sie sieht ein Paar im Café.,She sees a couple in a café.,Elle voit un couple dans un café.,Accusative,Accusatif,Neuter,Neutre,
545,17,Wir gründen _____ Unternehmen.,ein,Wir gründen ein Unternehmen.,We start a business.,Nous démarrons une entreprise.,Accusative,Accusatif,Neuter,Neutre,
546,17,Ich male _____ Bild.,ein,Ich male ein Bild.,I paint a picture.,Je peins un tableau.,Accusative,Accusatif,Neuter,Neutre,
547,17,Er liest _____ Buch.,ein,Er liest ein Buch.,He reads a book.,Il lit un livre.,Accusative,Accusatif,Neuter,Neutre,
548,17,Er betrachtet _____ Möbelstück.,ein,Er betrachtet ein Möbelstück.,He looks at a piece of furniture.,Il regarde un meuble.,Accusative,Accusatif,Neuter,Neutre,
549,17,Sie kauft _____ Auto.,ein,Sie kauft ein Auto.,She buys a car.,Elle achète une voiture.,Accusative,Accusatif,Neuter,Neutre,
550,17,Der Arzt untersucht _____ Auge.,ein,Der Arzt untersucht ein Auge.,The doctor examines an eye.,Le médecin examine un œil.,Accusative,Accusatif,Neuter,Neutre,
551,17,Wir haben _____ Ziel.,ein,Wir haben ein Ziel.,We have a goal.,Nous avons un objectif.,Accusative,Accusatif,Neuter,Neutre,
552,17,Er hatte drei Karrieren in nur _____ Leben.,einem,Er hatte drei Karrieren in nur einem Leben.,He had three careers in just one life.,Il a eu trois carrières en une seule vie.,Dative,Datif,Neuter,Neutre,
553,17,Heute leben wir in _____ Haus.,einem,Heute leben wir in einem Haus.,Today we live in a house.,"Aujourd'hui, nous vivons dans une maison.",Dative,Datif,Neuter,Neutre,
554,17,Er half _____ Paar bei ihrer Hochzeit.,einem,Er half einem Paar bei ihrer Hochzeit.,He helped a couple with their wedding.,Il a aidé un couple à organiser leur mariage.,Dative,Datif,Neuter,Neutre,
555,17,Wir vertrauen _____ Unternehmen.,einem,Wir vertrauen einem Unternehmen.,We trust a company.,Nous faisons confiance à une entreprise.,Dative,Datif,Neuter,Neutre,
556,17,"Ich glaube, ich habe Sie auf _____ Bild gesehen.",einem,"Ich glaube, ich habe Sie auf einem Bild gesehen.",I think I saw you in a picture.,Je crois que je t'ai vu sur une photo.,Dative,Datif,Neuter,Neutre,
557,17,Er erzählt von _____ Buch.,einem,Er erzählt von einem Buch.,He talks about a book.,Il parle d'un livre.,Dative,Datif,Neuter,Neutre,
558,17,Können Sie mir Gemüse mit _____ Stück Fleisch besorgen?,einem,Können Sie mir Gemüse mit einem Stück Fleisch besorgen?,Can you get me vegetables with a piece of meat?,Peux-tu m'apporter des légumes avec un morceau de viande ?,Dative,Datif,Neuter,Neutre,
559,17,Ich fahre mit _____ Auto.,einem,Ich fahre mit einem Auto.,I'm driving a car.,Je conduis une voiture.,Dative,Datif,Neuter,Neutre,
560,17,Er ist auf _____ Auge blind.,einem,Er ist auf einem Auge blind.,He is blind in one eye.,Il est aveugle d'un œil.,Dative,Datif,Neuter,Neutre,
561,17,Wir nähern uns _____ Ziel.,einem,Wir nähern uns einem Ziel.,We're approaching a destination.,Nous approchons d'une destination.,Dative,Datif,Neuter,Neutre,
562,18,_____ Woche hat sieben Tage.,Eine,Eine Woche hat sieben Tage.,A week has seven days.,Une semaine compte sept jours.,Nominative,Nominatif,Feminine,Féminin,
563,18,_____ Schule steht in meiner Straße.,Eine,Eine Schule steht in meiner Straße.,A school is on my street.,Il y a une école dans ma rue.,Nominative,Nominatif,Feminine,Féminin,
564,18,_____ Mutter kocht das Abendessen.,Eine,Eine Mutter kocht das Abendessen.,A mother is cooking dinner.,Une mère prépare le dîner.,Nominative,Nominatif,Feminine,Féminin,
565,18,_____ Katze sitzt auf dem Stuhl.,Eine,Eine Katze sitzt auf dem Stuhl.,A cat sits on the chair.,Un chat est assis sur la chaise.,Nominative,Nominatif,Feminine,Féminin,
566,18,_____ Sprache zu lernen ist interessant.,Eine,Eine Sprache zu lernen ist interessant.,Learning a language is interesting.,Apprendre une langue est intéressant.,Nominative,Nominatif,Feminine,Féminin,
567,18,_____ Vater liest die Zeitung.,Ein,Ein Vater liest die Zeitung.,A father is reading the newspaper.,Un père lit le journal.,Nominative,Nominatif,Masculine,Masculin,
568,18,_____ Name ist wichtig.,Ein,Ein Name ist wichtig.,A name is important.,Un nom est important.,Nominative,Nominatif,Masculine,Masculin,
569,18,_____ Kopf tut weh.,Ein,Ein Kopf tut weh.,A head hurts.,J'ai mal à la tête.,Nominative,Nominatif,Masculine,Masculin,
570,18,_____ Lehrer erklärt die Übung.,Ein,Ein Lehrer erklärt die Übung.,A teacher is explaining an exercise.,Un professeur explique un exercice.,Nominative,Nominatif,Masculine,Masculin,
571,18,_____ Monat hat dreißig Tage.,Ein,Ein Monat hat dreißig Tage.,A month has thirty days.,Un mois a trente jours.,Nominative,Nominatif,Masculine,Masculin,
572,18,_____ Leben ist kostbar.,Ein,Ein Leben ist kostbar.,A life is precious.,Une vie est précieuse.,Nominative,Nominatif,Neuter,Neutre,
573,18,_____ Haus steht in der Straße.,Ein,Ein Haus steht in der Straße.,There is a house on the street.,Il y a une maison dans la rue.,Nominative,Nominatif,Neuter,Neutre,
574,18,_____ Paar tanzt im Park.,Ein,Ein Paar tanzt im Park.,A couple is dancing in the park.,Un couple danse dans le parc.,Nominative,Nominatif,Neuter,Neutre,
575,18,_____ Unternehmen wächst schnell.,Ein,Ein Unternehmen wächst schnell.,A company is growing fast.,Une entreprise connaît une croissance rapide.,Nominative,Nominatif,Neuter,Neutre,
576,18,_____ Bild hängt an der Wand.,Ein,Ein Bild hängt an der Wand.,A picture hangs on the wall.,Un tableau est accroché au mur.,Nominative,Nominatif,Neuter,Neutre,
577,18,Ich brauche _____ Woche Urlaub.,eine,Ich brauche eine Woche Urlaub.,I need a week's vacation.,J'ai besoin d'une semaine de vacances.,Accusative,Accusatif,Feminine,Féminin,
578,18,Er besucht _____ Schule in Berlin.,eine,Er besucht eine Schule in Berlin.,He attends a school in Berlin.,Il fréquente une école à Berlin.,Accusative,Accusatif,Feminine,Féminin,
579,18,Wir sehen _____ Mutter im Park.,eine,Wir sehen eine Mutter im Park.,We see a mother in the park.,Nous voyons une mère dans le parc.,Accusative,Accusatif,Feminine,Féminin,
580,18,Er streichelt _____ Katze.,eine,Er streichelt eine Katze.,He strokes a cat.,Il caresse un chat.,Accusative,Accusatif,Feminine,Féminin,
581,18,Ich lerne _____ Sprache.,eine,Ich lerne eine Sprache.,I'm learning a language.,J'apprends une langue.,Accusative,Accusatif,Feminine,Féminin,
582,18,Ich habe _____ Vater.,einen,Ich habe einen Vater.,I have a father.,J'ai un père.,Accusative,Accusatif,Masculine,Masculin,
583,18,Sie kennt _____ Namen.,einen,Sie kennt einen Namen.,She knows a name.,Elle connaît un nom.,Accusative,Accusatif,Masculine,Masculin,
584,18,Er reinigt _____ Kopf.,einen,Er reinigt einen Kopf.,He cleans a head.,Il nettoie une tête.,Accusative,Accusatif,Masculine,Masculin,
585,18,Wir treffen _____ Lehrer.,einen,Wir treffen einen Lehrer.,We meet a teacher.,Nous rencontrons un professeur.,Accusative,Accusatif,Masculine,Masculin,
586,18,Ich brauche _____ Monat Zeit.,einen,Ich brauche einen Monat Zeit.,I need a month's time.,J'ai besoin d'un mois.,Accusative,Accusatif,Masculine,Masculin,
587,18,Ich möchte _____ Leben ohne Stress.,ein,Ich möchte ein Leben ohne Stress.,I want a life without stress.,Je veux une vie sans stress.,Accusative,Accusatif,Neuter,Neutre,
588,18,Wir kaufen _____ Haus.,ein,Wir kaufen ein Haus.,We are buying a house.,Nous achetons une maison.,Accusative,Accusatif,Neuter,Neutre,
589,18,Sie sieht _____ Paar im Café.,ein,Sie sieht ein Paar im Café.,She sees a couple in a café.,Elle voit un couple dans un café.,Accusative,Accusatif,Neuter,Neutre,
590,18,Wir gründen _____ Unternehmen.,ein,Wir gründen ein Unternehmen.,We start a business.,Nous démarrons une entreprise.,Accusative,Accusatif,Neuter,Neutre,
591,18,Ich male _____ Bild.,ein,Ich male ein Bild.,I paint a picture.,Je peins un tableau.,Accusative,Accusatif,Neuter,Neutre,
592,18,In _____ Woche bin ich mit diesem Projekt fertig.,einer,In einer Woche bin ich mit diesem Projekt fertig.,In one week I'm done with this project.,"Dans une semaine, j'aurai terminé ce projet.",Dative,Datif,Feminine,Féminin,
593,18,Möchten Sie an _____ Schule oder einer Universität unterrichten?,einer,Möchten Sie an einer Schule oder einer Universität unterrichten?,Do you want to teach in a school or in a university?,Vous souhaitez enseigner dans une école ou dans une université ?,Dative,Datif,Feminine,Féminin,
594,18,Wir danken _____ Mutter für das Essen.,einer,Wir danken einer Mutter für das Essen.,We thank a mother for the meal.,Nous remercions une mère pour le repas.,Dative,Datif,Feminine,Féminin,
595,18,Er gibt _____ Katze Futter.,einer,Er gibt einer Katze Futter.,He feeds a cat.,Il nourrit un chat.,Dative,Datif,Feminine,Féminin,
596,18,Mit _____ Sprache kannst du viel reisen.,einer,Mit einer Sprache kannst du viel reisen.,"With one language, you can travel a lot.","Avec une seule langue, on peut beaucoup voyager.",Dative,Datif,Feminine,Féminin,
597,18,Ich helfe _____ Vater.,einem,Ich helfe einem Vater.,I help a father.,J'aide un père.,Dative,Datif,Masculine,Masculin,
598,18,Sie gibt _____ Namen Bedeutung.,einem,Sie gibt einem Namen Bedeutung.,She gives meaning to a name.,Elle donne un sens à un nom.,Dative,Datif,Masculine,Masculin,
599,18,In _____ Kopf sind viele Ideen.,einem,In einem Kopf sind viele Ideen.,There are many ideas in one head.,Il y a beaucoup d'idées dans une tête.,Dative,Datif,Masculine,Masculin,
600,18,Wir danken _____ Lehrer.,einem,Wir danken einem Lehrer.,We thank a teacher.,Nous remercions un enseignant.,Dative,Datif,Masculine,Masculin,
601,18,Nach _____ Monat fühle ich mich besser.,einem,Nach einem Monat fühle ich mich besser.,"After a month, I feel better.","Après un mois, je me sens mieux.",Dative,Datif,Masculine,Masculin,
602,18,Er hatte drei Karrieren in nur _____ Leben.,einem,Er hatte drei Karrieren in nur einem Leben.,He had three careers in just one life.,Il a eu trois carrières en une seule vie.,Dative,Datif,Neuter,Neutre,
603,18,Heute leben wir in _____ Haus.,einem,Heute leben wir in einem Haus.,Today we live in a house.,"Aujourd'hui, nous vivons dans une maison.",Dative,Datif,Neuter,Neutre,
604,18,Er half _____ Paar bei ihrer Hochzeit.,einem,Er half einem Paar bei ihrer Hochzeit.,He helped a couple with their wedding.,Il a aidé un couple à organiser leur mariage.,Dative,Datif,Neuter,Neutre,
605,18,Wir vertrauen _____ Unternehmen.,einem,Wir vertrauen einem Unternehmen.,We trust a company.,Nous faisons confiance à une entreprise.,Dative,Datif,Neuter,Neutre,
606,18,"Ich glaube, ich habe Sie auf _____ Bild gesehen.",einem,"Ich glaube, ich habe Sie auf einem Bild gesehen.",I think I saw you in a picture.,Je crois que je t'ai vu sur une photo.,Dative,Datif,Neuter,Neutre,
607,19,_____ Wohnung in Berlin ist teuer.,Eine,Eine Wohnung in Berlin ist teuer.,An apartment in Berlin is expensive.,Un appartement à Berlin coûte cher.,Nominative,Nominatif,Feminine,Féminin,
608,19,_____ Person wartet auf den Bus.,Eine,Eine Person wartet auf den Bus.,A person is waiting for the bus.,Une personne attend le bus.,Nominative,Nominatif,Feminine,Féminin,
609,19,_____ Nacht im Hotel kostet 80 Euro.,Eine,Eine Nacht im Hotel kostet 80 Euro.,A night in a hotel costs 80 euros.,Une nuit d'hôtel coûte 80 euros.,Nominative,Nominatif,Feminine,Féminin,
610,19,_____ Tochter spielt im Garten.,Eine,Eine Tochter spielt im Garten.,A daughter is playing in the garden.,Une fille joue dans le jardin.,Nominative,Nominatif,Feminine,Féminin,
611,19,_____ Frage ist schwierig.,Eine,Eine Frage ist schwierig.,A question is difficult.,Une question est difficile.,Nominative,Nominatif,Feminine,Féminin,
612,19,_____ Morgen beginnt mit Kaffee.,Ein,Ein Morgen beginnt mit Kaffee.,A morning begins with coffee.,Une matinée commence par un café.,Nominative,Nominatif,Masculine,Masculin,
613,19,_____ Abend ist ruhig.,Ein,Ein Abend ist ruhig.,An evening is quiet.,Une soirée est calme.,Nominative,Nominatif,Masculine,Masculin,
614,19,_____ Staat hat viele Regeln.,Ein,Ein Staat hat viele Regeln.,A country has many rules.,Un pays a de nombreuses règles.,Nominative,Nominatif,Masculine,Masculin,
615,19,_____ Schüler schreibt einen Test.,Ein,Ein Schüler schreibt einen Test.,A student is writing a test.,Un étudiant écrit un test.,Nominative,Nominatif,Masculine,Masculin,
616,19,_____ Sohn hilft seiner Mutter.,Ein,Ein Sohn hilft seiner Mutter.,A son is helping his mother.,Un fils aide sa mère.,Nominative,Nominatif,Masculine,Masculin,
617,19,_____ Buch liegt auf dem Tisch.,Ein,Ein Buch liegt auf dem Tisch.,A book is on the table.,Un livre est sur la table.,Nominative,Nominatif,Neuter,Neutre,
618,19,_____ Stück fehlt.,Ein,Ein Stück fehlt.,A piece is missing.,Il manque une pièce.,Nominative,Nominatif,Neuter,Neutre,
619,19,_____ Auto steht vor dem Haus.,Ein,Ein Auto steht vor dem Haus.,A car is parked in front of the house.,Une voiture est garée devant la maison.,Nominative,Nominatif,Neuter,Neutre,
620,19,_____ Auge ist rot.,Ein,Ein Auge ist rot.,An eye is red.,Un œil est rouge.,Nominative,Nominatif,Neuter,Neutre,
621,19,_____ Ziel ist wichtig.,Ein,Ein Ziel ist wichtig.,A goal is important.,Un objectif est important.,Nominative,Nominatif,Neuter,Neutre,
622,19,Wir suchen _____ Wohnung.,eine,Wir suchen eine Wohnung.,We're looking for an apartment.,Nous recherchons un appartement.,Accusative,Accusatif,Feminine,Féminin,
623,19,Ich sehe _____ Person.,eine,Ich sehe eine Person.,I see a person.,Je vois une personne.,Accusative,Accusatif,Feminine,Féminin,
624,19,Ich habe _____ Nacht nicht geschlafen.,eine,Ich habe eine Nacht nicht geschlafen.,I didn't sleep one night.,Je n'ai pas dormi une nuit.,Accusative,Accusatif,Feminine,Féminin,
625,19,Sie hat _____ Tochter.,eine,Sie hat eine Tochter.,She has a daughter.,Elle a une fille.,Accusative,Accusatif,Feminine,Féminin,
626,19,Kannst du _____ Frage stellen?,eine,Kannst du eine Frage stellen?,Can you ask a question?,Peux-tu poser une question ?,Accusative,Accusatif,Feminine,Féminin,
627,19,Ich mag _____ sonnigen Morgen.,einen,Ich mag einen sonnigen Morgen.,I like a sunny morning.,J'aime une matinée ensoleillée.,Accusative,Accusatif,Masculine,Masculin,
628,19,Wir planen _____ Abend zu Hause.,einen,Wir planen einen Abend zu Hause.,We plan an evening at home.,Nous prévoyons une soirée à la maison.,Accusative,Accusatif,Masculine,Masculin,
629,19,Sie regieren _____ Staat.,einen,Sie regieren einen Staat.,They govern a country.,Ils gouvernent un pays.,Accusative,Accusatif,Masculine,Masculin,
630,19,Ich sehe _____ Schüler im Klassenzimmer.,einen,Ich sehe einen Schüler im Klassenzimmer.,I see a student in the classroom.,Je vois un élève dans la classe.,Accusative,Accusatif,Masculine,Masculin,
631,19,Er hat _____ Sohn.,einen,Er hat einen Sohn.,He has a son.,Il a un fils.,Accusative,Accusatif,Masculine,Masculin,
632,19,Er liest _____ Buch.,ein,Er liest ein Buch.,He reads a book.,Il lit un livre.,Accusative,Accusatif,Neuter,Neutre,
633,19,Er betrachtet _____ Möbelstück.,ein,Er betrachtet ein Möbelstück.,He looks at a piece of furniture.,Il regarde un meuble.,Accusative,Accusatif,Neuter,Neutre,
634,19,Sie kauft _____ Auto.,ein,Sie kauft ein Auto.,She buys a car.,Elle achète une voiture.,Accusative,Accusatif,Neuter,Neutre,
